"Species"	"SumOfkm2"
"Schoenoplectus etuberculatus"	158641.89
"Schoenoplectus fluviatilis"	1698744.01
"Schoenoplectus heterochaetus"	643645.09
"Schoenoplectus maritimus"	3605214.09
"Schoenoplectus novae-angliae"	61667.33
"Schoenoplectus pungens"	5049294.35
"Schoenoplectus robustus"	539434.46
"Schoenoplectus subterminalis"	835864.76
"Schoenoplectus tabernaemontani"	5285574.28
"Schoenoplectus torreyi"	394461.57
"Schoenus nigricans"	253282.59
"Schoepfia schreberi"	27808.92
"Schwalbea americana"	130743.49
"Scirpus ancistrochaetus"	63552.17
"Scirpus atrocinctus"	686443.99
"Scirpus atrovirens"	2401220.10
"Scirpus congdonii"	277197.65
"Scirpus cyperinus"	2723367.56
"Scirpus diffusus"	73386.12
"Scirpus divaricatus"	149799.95
"Scirpus expansus"	323051.04
"Scirpus flaccidifolius"	5027.18
"Scirpus georgianus"	1091898.56
"Scirpus hattorianus"	636355.63
"Scirpus lineatus"	207280.52
"Scirpus longii"	31607.48
"Scirpus microcarpus"	3162986.81
"Scirpus nevadensis"	590035.77
"Scirpus pallidus"	1775488.03
"Scirpus pedicellatus"	489768.12
"Scirpus pendulus"	1760417.84
"Scirpus polyphyllus"	723243.99
"Scleria baldwinii"	241868.00
"Scleria brittonii"	151874.93
"Scleria ciliata"	890255.50
"Scleria distans"	136709.68
"Scleria georgiana"	297830.45
"Scleria lithosperma"	7629.71
"Scleria minor"	101721.31
"Scleria muehlenbergii"	421206.01
"Scleria oligantha"	1002045.03
"Scleria pauciflora"	1036784.09
"Scleria reticularis"	325720.38
"Scleria triglomerata"	1315458.56
"Scleria verticillata"	449129.92
"Sclerocactus brevispinus"	20052.57
"Sclerocactus glaucus"	45221.20
"Sclerocactus mesae-verdae"	19628.85
"Sclerocactus nyensis"	56335.74
"Sclerocactus papyracanthus"	169157.25
"Sclerocactus parviflorus"	376823.69
"Sclerocactus polyancistrus"	165956.63
"Sclerocactus pubispinus"	141479.98
"Sclerocactus sileri"	48318.62
"Sclerocactus spinosior"	132862.67
"Sclerocactus wetlandicus"	23904.33
"Sclerocactus whipplei"	147867.86
"Sclerocactus wrightiae"	17936.48
"Sclerocarpus uniserialis"	137717.05
"Sclerolepis uniflora"	223976.58
"Sclerolinon digynum"	146265.72
"Scleropogon brevifolius"	861038.43
"Scoliopus bigelovii"	45659.81
"Scoliopus hallii"	53612.52
"Scolochloa festucacea"	416552.06
"Scoparia dulcis"	201814.01
"Scopulophila rixfordii"	218312.96
"Scribneria bolanderi"	295724.69
"Scrophularia atrata"	15405.74
"Scrophularia californica"	569330.82
"Scrophularia desertorum"	310565.08
"Scrophularia laevis"	9879.05
"Scrophularia lanceolata"	2965294.94
"Scrophularia macrantha"	56805.17
"Scrophularia marilandica"	1837686.13
"Scrophularia montana"	156509.39
"Scrophularia oregana"	39995.76
"Scrophularia parviflora"	248281.11
"Scrophularia villosa"	10401.81
"Scutellaria alabamensis"	27482.95
"Scutellaria altamaha"	40202.53
"Scutellaria angustifolia"	670512.44
"Scutellaria antirrhinoides"	336542.53
"Scutellaria arenicola"	72223.52
"Scutellaria bolanderi"	113489.54
"Scutellaria brittonii"	255259.65
"Scutellaria bushii"	30654.22
"Scutellaria californica"	124958.36
"Scutellaria cardiophylla"	131822.03
"Scutellaria drummondii"	853950.12
"Scutellaria elliptica"	1234121.82
"Scutellaria floridana"	6921.88
"Scutellaria galericulata"	2847102.23
"Scutellaria glabriuscula"	36194.75
"Scutellaria havanensis"	7629.71
"Scutellaria incana"	831863.12
"Scutellaria integrifolia"	1262032.05
"Scutellaria laevis"	21662.38
"Scutellaria lateriflora"	3237381.18
"Scutellaria mellichampii"	105836.89
"Scutellaria microphylla"	25098.38
"Scutellaria montana"	12456.56
"Scutellaria multiglandulosa"	93470.34
"Scutellaria muriculata"	62767.10
"Scutellaria nana"	315607.26
"Scutellaria nervosa"	463049.17
"Scutellaria ocmulgee"	20749.80
"Scutellaria ovata"	1179176.28
"Scutellaria parvula"	1871644.02
"Scutellaria potosina"	401040.90
"Scutellaria pseudoserrata"	31784.10
"Scutellaria resinosa"	283907.08
"Scutellaria sapphirina"	120871.65
"Scutellaria saxatilis"	136048.71
"Scutellaria serrata"	183257.17
"Scutellaria siphocampyloides"	328559.15
"Scutellaria texana"	69437.52
"Scutellaria thieretii"	12975.12
"Scutellaria tuberosa"	298415.76
"Scutellaria wrightii"	324568.11
"Sebastiania bilocularis"	61915.98
"Sedella leiocarpa"	3445.64
"Sedella pentandra"	34565.08
"Sedella pumila"	142849.14
"Sedum albomarginatum"	11090.09
"Sedum borschii"	69312.70
"Sedum cockerellii"	450370.91
"Sedum debile"	496412.50
"Sedum divergens"	176300.35
"Sedum glaucophyllum"	72600.50
"Sedum havardii"	21830.64
"Sedum lanceolatum"	1930192.29
"Sedum laxum"	95270.09
"Sedum leibergii"	141375.17
"Sedum moranii"	8471.30
"Sedum nevii"	31199.75
"Sedum niveum"	79166.58
"Sedum nuttallii"	332954.63
"Sedum oblanceolatum"	27930.88
"Sedum obtusatum"	189716.56
"Sedum oreganum"	228754.44
"Sedum oregonense"	115342.20
"Sedum pulchellum"	381951.79
"Sedum pusillum"	31068.90
"Sedum radiatum"	160343.34
"Sedum robertsianum"	15910.30
"Sedum rupicola"	82604.70
"Sedum spathulifolium"	447186.87
"Sedum stelliforme"	127165.20
"Sedum stenopetalum"	985486.53
"Sedum ternatum"	807948.13
"Sedum valens"	22023.92
"Sedum wrightii"	244756.26
"Selaginella acanthonota"	157431.15
"Selaginella apoda"	1587719.71
"Selaginella arenicola"	109230.33
"Selaginella arizonica"	148606.39
"Selaginella asprella"	57073.86
"Selaginella bigelovii"	110761.36
"Selaginella cinerascens"	12998.27
"Selaginella corallina"	236702.09
"Selaginella densa"	1572959.61
"Selaginella douglasii"	45344.79
"Selaginella eatonii"	5112.39
"Selaginella eclipes"	293915.33
"Selaginella eremophila"	72868.70
"Selaginella hansenii"	113782.97
"Selaginella lepidophylla"	145940.99
"Selaginella leucobryoides"	182749.33
"Selaginella ludoviciana"	75720.24
"Selaginella mutica"	595421.52
"Selaginella oregana"	94048.63
"Selaginella peruviana"	245905.55
"Selaginella pilifera"	72752.35
"Selaginella rupestris"	1169403.91
"Selaginella rupincola"	159186.50
"Selaginella selaginoides"	202738.59
"Selaginella tortipila"	25952.63
"Selaginella underwoodii"	619340.20
"Selaginella utahensis"	37801.87
"Selaginella viridissima"	21830.64
"Selaginella wallacei"	538704.73
"Selaginella watsonii"	834927.88
"Selaginella weatherbiana"	95953.53
"Selaginella wrightii"	196932.89
"Selenia aurea"	165629.52
"Selenia dissecta"	170732.62
"Selenia grandis"	20266.50
"Selenia jonesii"	27895.70
"Selenicereus spinulosus"	2270.36
"Senecio actinella"	183894.47
"Senecio amplectens"	473271.68
"Senecio ampullaceus"	337229.91
"Senecio aphanactis"	81888.32
"Senecio arizonicus"	247203.90
"Senecio aronicoides"	245968.73
"Senecio astephanus"	66280.82
"Senecio atratus"	332899.10
"Senecio bairdii"	14271.48
"Senecio bigelovii"	571950.91
"Senecio blochmaniae"	15405.74
"Senecio californicus"	192629.54
"Senecio clarkianus"	78573.97
"Senecio cliffordii"	69016.73
"Senecio crassulus"	1035119.81
"Senecio elmeri"	43715.74
"Senecio eremophilus"	1071218.71
"Senecio ertterae"	25714.72
"Senecio flaccidus"	1607443.75
"Senecio fremontii"	1286208.30
"Senecio hieraciifolius"	3003274.58
"Senecio huachucanus"	42819.34
"Senecio hydrophiloides"	721295.86
"Senecio hydrophilus"	1184720.96
"Senecio integerrimus"	2693110.07
"Senecio lemmonii"	197009.69
"Senecio lugens"	283802.77
"Senecio lyonii"	10401.81
"Senecio megacephalus"	143137.20
"Senecio mohavensis"	284522.59
"Senecio multidentatus"	15924.34
"Senecio neowebsteri"	9125.77
"Senecio parryi"	110710.42
"Senecio pattersonensis"	18003.43
"Senecio pudicus"	176459.21
"Senecio quaylei"	2385.18
"Senecio rapifolius"	181468.46
"Senecio riddellii"	1248782.18
"Senecio sacramentanus"	39501.52
"Senecio scorzonella"	125772.75
"Senecio serra"	1443492.48
"Senecio soldanella"	111673.46
"Senecio spartioides"	1273861.53
"Senecio sphaerocephalus"	379714.05
"Senecio spribillei"	16734.58
"Senecio suaveolens"	296845.58
"Senecio taraxacoides"	135202.01
"Senecio triangularis"	1668540.05
"Senecio warnockii"	32551.15
"Senecio wootonii"	597810.91
"Senegalia berlandieri"	148380.44
"Senegalia greggii"	804932.35
"Senegalia roemeriana"	200855.54
"Senegalia wrightii"	164339.48
"Senna armata"	207479.89
"Senna atomaria"	5178.30
"Senna bauhinioides"	568889.64
"Senna covesii"	364970.13
"Senna durangensis"	43892.02
"Senna hebecarpa"	654666.42
"Senna hirsuta"	77681.80
"Senna ligustrina"	64027.49
"Senna lindheimeriana"	347336.83
"Senna marilandica"	1375280.43
"Senna mexicana"	7629.71
"Senna obtusifolia"	927134.32
"Senna orcuttii"	39155.92
"Senna pilosior"	25748.78
"Senna pumilio"	246627.02
"Senna ripleyana"	15910.30
"Senna roemeriana"	571709.64
"Senna wislizeni"	112538.93
"Sequoia sempervirens"	62746.66
"Sequoiadendron giganteum"	54842.36
"Serenoa repens"	236948.79
"Sericocarpus asteroides"	904392.87
"Sericocarpus linifolius"	752704.78
"Sericocarpus oregonensis"	175542.74
"Sericocarpus rigidus"	49114.77
"Sericocarpus tortifolius"	450752.36
"Serjania brachycarpa"	84144.33
"Serpocaulon triseriale"	5178.30
"Sesbania drummondii"	396027.78
"Sesbania herbacea"	1106241.69
"Sesbania vesicaria"	735996.00
"Sesuvium maritimum"	193998.54
"Sesuvium portulacastrum"	229191.36
"Sesuvium trianthemoides"	3566.53
"Sesuvium verrucosum"	1046868.72
"Setaria arizonica"	26895.00
"Setaria chapmanii"	14905.33
"Setaria corrugata"	294979.91
"Setaria grisebachii"	613429.85
"Setaria leucopila"	1066301.21
"Setaria liebmannii"	75213.62
"Setaria macrosperma"	90258.96
"Setaria macrostachya"	797921.47
"Setaria magna"	284310.95
"Setaria parviflora"	2602798.76
"Setaria reverchonii"	508774.02
"Setaria scheelei"	319504.32
"Setaria setosa"	3185.15
"Setaria texana"	188433.68
"Setaria villosissima"	47015.81
"Setariopsis auriculata"	23722.94
"Seymeria bipinnatisecta"	19276.26
"Seymeria cassioides"	450722.46
"Seymeria falcata"	15910.30
"Seymeria pectinata"	247339.31
"Seymeria scabra"	53954.58
"Seymeria texana"	32511.49
"Shepherdia argentea"	1639771.58
"Shepherdia canadensis"	1842808.80
"Shepherdia rotundifolia"	235842.45
"Shinnersia rivularis"	19065.80
"Shinnersoseris rostrata"	375952.88
"Shortia galacifolia"	7141.84
"Shoshonea pulvinata"	52592.90
"Sibara deserti"	73564.87
"Sibara filifolia"	17322.52
"Sibaropsis hammittii"	10952.72
"Sibbaldia procumbens"	1620661.01
"Sibbaldia tridentata"	473818.13
"Sicyos angulatus"	1755608.44
"Sicyos glaber"	53046.08
"Sicyos laciniatus"	356306.24
"Sicyos microphyllus"	44184.18
"Sicyos parviflorus"	73099.41
"Sicyosperma gracile"	76143.97
"Sida acuta"	96934.45
"Sida ciliaris"	166041.01
"Sida cordifolia"	14553.38
"Sida elliottii"	239786.40
"Sida hermaphrodita"	69536.09
"Sida lindheimeri"	167265.16
"Sida littoralis"	2097.31
"Sida longipes"	53600.03
"Sida neomexicana"	507658.15
"Sida rhombifolia"	989260.11
"Sida rubromarginata"	6057.10
"Sida spinosa"	307406.85
"Sida tragiifolia"	96560.71
"Sidalcea asprella"	262397.58
"Sidalcea calycosa"	95037.36
"Sidalcea campestris"	59435.07
"Sidalcea candida"	540451.96
"Sidalcea celata"	53450.58
"Sidalcea covillei"	38144.04
"Sidalcea cusickii"	61216.56
"Sidalcea diploscypha"	141071.11
"Sidalcea elegans"	27500.27
"Sidalcea gigantea"	25228.65
"Sidalcea glaucescens"	201810.75
"Sidalcea hartwegii"	135512.60
"Sidalcea hendersonii"	63935.58
"Sidalcea hickmanii"	86753.27
"Sidalcea hirsuta"	122189.08
"Sidalcea hirtipes"	22017.33
"Sidalcea keckii"	43043.42
"Sidalcea malachroides"	46038.64
"Sidalcea malviflora"	210723.54
"Sidalcea multifida"	74097.43
"Sidalcea nelsoniana"	46450.71
"Sidalcea neomexicana"	1245067.72
"Sidalcea oregana"	1070564.56
"Sidalcea pedata"	56892.21
"Sidalcea ranunculacea"	127869.42
"Sidalcea reptans"	64676.78
"Sidalcea robusta"	4345.16
"Sidalcea sparsifolia"	64712.31
"Sidalcea stipularis"	2529.41
"Sidastrum paniculatum"	10776.42
"Sideroxylon alachuense"	17238.78
"Sideroxylon celastrinum"	96251.02
"Sideroxylon foetidissimum"	36476.05
"Sideroxylon lanuginosum"	1286383.71
"Sideroxylon lycioides"	578757.09
"Sideroxylon macrocarpum"	15673.62
"Sideroxylon reclinatum"	208773.26
"Sideroxylon rufohirtum"	40528.74
"Sideroxylon salicifolium"	22479.55
"Sideroxylon tenax"	116762.71
"Sideroxylon thornei"	47268.11
"Sidotheca caryophylloides"	27743.83
"Sidotheca emarginata"	18943.35
"Sidotheca trilobata"	110867.83
"Silene acaulis"	858739.27
"Silene antirrhina"	5343245.08
"Silene aperta"	39066.52
"Silene bernardina"	523541.58
"Silene bolanderi"	44856.50
"Silene bridgesii"	99379.83
"Silene campanulata"	155839.49
"Silene caroliniana"	437652.83
"Silene catesbaei"	12442.35
"Silene clokeyi"	20897.89
"Silene coniflora"	59390.22
"Silene douglasii"	1158896.06
"Silene drummondii"	1486964.52
"Silene grayi"	86550.39
"Silene hitchguirei"	310736.10
"Silene hookeri"	133530.35
"Silene invisa"	130967.67
"Silene kingii"	150087.96
"Silene laciniata"	816720.43
"Silene lemmonii"	275708.42
"Silene marmorensis"	25541.38
"Silene menziesii"	2059656.55
"Silene multinervia"	27891.70
"Silene nachlingerae"	121288.78
"Silene nivea"	283246.22
"Silene nuda"	202761.21
"Silene occidentalis"	87608.62
"Silene oregana"	585332.83
"Silene ovata"	105874.38
"Silene parishii"	118914.59
"Silene parryi"	573151.05
"Silene pectinata"	159975.96
"Silene petersonii"	59772.70
"Silene plankii"	62006.83
"Silene rectiramea"	48318.62
"Silene regia"	203277.35
"Silene repens"	158225.91
"Silene rotundifolia"	91807.22
"Silene salmonacea"	8297.35
"Silene sargentii"	208089.96
"Silene scaposa"	139234.62
"Silene scouleri"	1219722.29
"Silene seelyi"	19236.27
"Silene spaldingii"	104192.22
"Silene stellata"	1863718.42
"Silene subciliata"	38534.81
"Silene suksdorfii"	153939.84
"Silene thurberi"	46085.62
"Silene uralensis"	121911.14
"Silene verecunda"	432683.46
"Silene virginica"	1114954.29
"Silene wrightii"	64180.60
"Silphium albiflorum"	111808.82
"Silphium asteriscus"	1472453.88
"Silphium brachiatum"	17047.12
"Silphium compositum"	514220.73
"Silphium glutinosum"	1620.55
"Silphium integrifolium"	1166602.18
"Silphium laciniatum"	1202121.41
"Silphium mohrii"	38318.37
"Silphium perfoliatum"	1195304.02
"Silphium perplexum"	6063.45
"Silphium radula"	215561.47
"Silphium terebinthinaceum"	543102.52
"Silphium wasiotense"	9598.54
"Simarouba glauca"	26646.02
"Simmondsia chinensis"	358197.97
"Simsia calva"	334058.82
"Simsia lagasceiformis"	70250.10
"Sisymbrium linifolium"	1238388.88
"Sisyrinchium albidum"	830348.88
"Sisyrinchium angustifolium"	2638451.49
"Sisyrinchium arizonicum"	161001.51
"Sisyrinchium atlanticum"	1021531.60
"Sisyrinchium bellum"	516343.28
"Sisyrinchium biforme"	149964.83
"Sisyrinchium calciphilum"	6511.79
"Sisyrinchium californicum"	183521.64
"Sisyrinchium campestre"	1098073.06
"Sisyrinchium capillare"	77908.21
"Sisyrinchium cernuum"	42819.34
"Sisyrinchium chilense"	323897.70
"Sisyrinchium corymbosum"	3960.80
"Sisyrinchium demissum"	781875.05
"Sisyrinchium dichotomum"	6456.18
"Sisyrinchium elmeri"	183223.20
"Sisyrinchium funereum"	94462.76
"Sisyrinchium fuscatum"	327040.21
"Sisyrinchium halophilum"	531963.41
"Sisyrinchium hitchcockii"	41879.91
"Sisyrinchium idahoense"	1723173.19
"Sisyrinchium langloisii"	603074.11
"Sisyrinchium littorale"	11829.04
"Sisyrinchium longipes"	203895.86
"Sisyrinchium macrocarpon"	28992.46
"Sisyrinchium miamiense"	12112.70
"Sisyrinchium minus"	236700.83
"Sisyrinchium montanum"	2034897.29
"Sisyrinchium mucronatum"	684471.69
"Sisyrinchium nashii"	468754.30
"Sisyrinchium pallidum"	98981.67
"Sisyrinchium pruinosum"	332797.98
"Sisyrinchium radicatum"	101766.15
"Sisyrinchium rosulatum"	608892.17
"Sisyrinchium sagittiferum"	178130.51
"Sisyrinchium sarmentosum"	32150.55
"Sisyrinchium septentrionale"	39654.26
"Sisyrinchium strictum"	67959.55
"Sisyrinchium xerophyllum"	99141.94
"Sium suave"	3178305.24
"Smallanthus uvedalia"	1500190.53
"Smelowskia americana"	667923.87
"Smelowskia ovalis"	88774.74
"Smilax auriculata"	309153.63
"Smilax biltmoreana"	144028.12
"Smilax bona-nox"	1746631.95
"Smilax californica"	85413.40
"Smilax coriacea"	12808.02
"Smilax ecirrata"	878830.55
"Smilax glauca"	1711979.16
"Smilax herbacea"	1009196.96
"Smilax hispida"	2804513.31
"Smilax hugeri"	263449.11
"Smilax illinoensis"	318744.02
"Smilax jamesii"	41562.28
"Smilax lasioneuron"	1977570.37
"Smilax laurifolia"	898690.20
"Smilax pseudochina"	111877.53
"Smilax pulverulenta"	385042.53
"Smilax pumila"	523126.18
"Smilax renifolia"	8222.46
"Smilax rotundifolia"	1988680.83
"Smilax smallii"	813532.95
"Smilax walteri"	618945.00
"Solandra grandiflora"	5112.39
"Solanum adscendens"	56731.02
"Solanum americanum"	134973.44
"Solanum bahamense"	17301.25
"Solanum bulbocastanum"	12247.18
"Solanum capsicoides"	93900.47
"Solanum carolinense"	2400472.36
"Solanum citrullifolium"	68928.42
"Solanum davisense"	31669.12
"Solanum dimidiatum"	477494.57
"Solanum douglasii"	567158.78
"Solanum elaeagnifolium"	1759313.98
"Solanum erianthum"	53425.42
"Solanum heterodoxum"	368201.08
"Solanum hindsianum"	23722.94
"Solanum interius"	706220.53
"Solanum jamesii"	575820.54
"Solanum lumholtzianum"	26895.00
"Solanum nigrescens"	35811.99
"Solanum parishii"	183599.89
"Solanum pseudogracile"	162348.86
"Solanum ptychanthum"	3527151.09
"Solanum pumilum"	3351.50
"Solanum rostratum"	2589999.37
"Solanum stoloniferum"	404091.31
"Solanum tenuipes"	50843.21
"Solanum triflorum"	2314898.80
"Solanum triquetrum"	322392.06
"Solanum umbelliferum"	203583.41
"Solanum wallacei"	17322.52
"Solanum xanti"	610304.34
"Solidago albopilosa"	1582.22
"Solidago altiplanities"	78393.99
"Solidago altissima"	4826581.95
"Solidago arenicola"	4438.42
"Solidago arguta"	1374862.35
"Solidago auriculata"	155465.38
"Solidago bicolor"	933106.86
"Solidago brachyphylla"	89714.39
"Solidago buckleyi"	108052.51
"Solidago caesia"	1868365.15
"Solidago canadensis"	1641258.56
"Solidago capulinensis"	28467.88
"Solidago confinis"	195279.69
"Solidago curtisii"	246784.05
"Solidago delicatula"	288394.32
"Solidago dispersa"	236478.84
"Solidago drummondii"	80390.58
"Solidago elongata"	663210.69
"Solidago erecta"	654865.07
"Solidago faucibus"	29871.03
"Solidago fistulosa"	378309.46
"Solidago flaccidifolia"	98385.47
"Solidago flexicaulis"	1694630.87
"Solidago gattingeri"	61141.85
"Solidago gigantea"	4462258.26
"Solidago glomerata"	17223.40
"Solidago gracillima"	138755.01
"Solidago guiradonis"	23969.31
"Solidago hispida"	954576.45
"Solidago houghtonii"	21953.60
"Solidago juliae"	115088.22
"Solidago juncea"	1468921.62
"Solidago kralii"	4958.90
"Solidago lancifolia"	4381.55
"Solidago latissimifolia"	141023.46
"Solidago leavenworthii"	242746.66
"Solidago leiocarpa"	59665.31
"Solidago lepida"	2550886.16
"Solidago macrophylla"	166623.09
"Solidago missouriensis"	3869237.72
"Solidago mollis"	1502220.80
"Solidago multiradiata"	1556926.76
"Solidago nana"	894699.96
"Solidago nemoralis"	3623575.41
"Solidago nitida"	289929.81
"Solidago odora"	1415641.86
"Solidago ohioensis"	163504.55
"Solidago ouachitensis"	12544.09
"Solidago pallida"	117446.19
"Solidago patula"	717919.53
"Solidago petiolaris"	1174678.28
"Solidago pinetorum"	133939.35
"Solidago plumosa"	2355.31
"Solidago porteri"	5023.13
"Solidago ptarmicoides"	870127.03
"Solidago puberula"	673014.47
"Solidago pulchra"	28724.69
"Solidago radula"	612406.74
"Solidago riddellii"	392923.59
"Solidago rigida"	2628552.46
"Solidago roanensis"	194119.08
"Solidago rugosa"	1935418.40
"Solidago rupestris"	32945.96
"Solidago salicina"	217195.44
"Solidago sciaphila"	76298.61
"Solidago sempervirens"	441905.84
"Solidago shortii"	3972.50
"Solidago simplex"	1392974.00
"Solidago spathulata"	79402.07
"Solidago speciosa"	1473856.10
"Solidago spectabilis"	682085.82
"Solidago sphacelata"	282800.72
"Solidago spithamaea"	5745.75
"Solidago squarrosa"	414688.20
"Solidago stricta"	7014.07
"Solidago tarda"	29699.79
"Solidago tortifolia"	385473.61
"Solidago uliginosa"	879721.94
"Solidago ulmifolia"	1869148.32
"Solidago velutina"	2013868.40
"Solidago verna"	39640.53
"Solidago villosicarpa"	9624.58
"Solidago virgata"	434189.47
"Solidago vossii"	1457.87
"Solidago wrightii"	605047.37
"Sophora leachiana"	8471.30
"Sophora nuttalliana"	1351928.53
"Sophora stenophylla"	375794.74
"Sophora tomentosa"	13966.01
"Sophronanthe hispida"	170666.73
"Sophronanthe pilosa"	853818.28
"Sorbus americana"	563873.70
"Sorbus californica"	231918.03
"Sorbus decora"	422922.36
"Sorbus scopulina"	1598334.30
"Sorbus sitchensis"	356358.58
"Sorghastrum apalachicolense"	8997.65
"Sorghastrum elliottii"	740110.24
"Sorghastrum nutans"	4165113.58
"Sorghastrum secundum"	293636.12
"Sotoa confusa"	21830.64
"Sparganium americanum"	1846186.62
"Sparganium androcladum"	388656.61
"Sparganium angustifolium"	1890974.91
"Sparganium emersum"	2241434.91
"Sparganium eurycarpum"	2734025.00
"Sparganium fluctuans"	383270.19
"Sparganium glomeratum"	58150.81
"Sparganium natans"	1000634.36
"Spartina alterniflora"	329258.35
"Spartina bakeri"	127171.58
"Spartina cynosuroides"	197990.96
"Spartina foliosa"	64618.30
"Spartina gracilis"	1880209.90
"Spartina patens"	350153.10
"Spartina pectinata"	3109362.93
"Spartina spartinae"	220345.67
"Spergularia canadensis"	134763.95
"Spergularia macrotheca"	242673.08
"Spergularia marina"	1764726.10
"Spermacoce floridana"	7629.71
"Spermacoce glabra"	713317.29
